Id	ModelPath	LowModelPath	ControllerPath	DisplayControllerPath	UiDefaultAnimationPath
R3LuxiyaMd010031	Assets/Product/Role/CharaterPrefab/R3LuxiyaMd010031.prefab	Assets/Product/Role/CharaterPrefab/R3LuxiyaMd010011Low.prefab	Assets/Product/Role/Animation/R3LuxiyaMd010031/R3LuxiyaMd010031/R3LuxiyaMd010031.controller	Assets/Product/Role/Animation/R3LuxiyaMd010031/R3LuxiyaMd010031Display/R3LuxiyaMd010031Display.controller	Assets/Product/Role/Animation/R3LuxiyaMdCommon/R3LuxiyaMdCommonDisplay/UiStand1.anim
R3LuxiyaMd019011	Assets/Product/Role/CharaterPrefab/R3LuxiyaMd019011.prefab	Assets/Product/Role/CharaterPrefab/R3LuxiyaMd010011Low.prefab	Assets/Product/Role/Animation/R3LuxiyaMd019011/R3LuxiyaMd019011/R3LuxiyaMd019011.controller	Assets/Product/Role/Animation/R3LuxiyaMd019011/R3LuxiyaMd019011Display/R3LuxiyaMd019011Display.controller	Assets/Product/Role/Animation/R3LuxiyaMdCommon/R3LuxiyaMdCommonDisplay/UiStand1.anim
R3LuxiyaMd019071	Assets/Product/Role/CharaterPrefab/R3LuxiyaMd019071.prefab	Assets/Product/Role/CharaterPrefab/R3LuxiyaMd019071Low.prefab	Assets/Product/Role/Animation/R3LuxiyaMd019071/R3LuxiyaMd019071/R3LuxiyaMd019071.controller	Assets/Product/Role/Animation/R3LuxiyaMd019071/R3LuxiyaMd019071Display/R3LuxiyaMd019071Display.controller	Assets/Product/Role/Animation/R3LuxiyaMd019071/R3LuxiyaMd019071Display/UiStand1.anim
R3ShenweiMd010011	Assets/Product/Role/CharaterPrefab/R3ShenweiMd010011.prefab		Assets/Product/Role/Animation/R3ShenweiMd010011/R3ShenweiMd010011/R3ShenweiMd010011.controller	Assets/Product/Role/Animation/R3ShenweiMd010011/R3ShenweiMd010011Display/R3ShenweiMd010011Display.controller	Assets/Product/Role/Animation/R3ShenweiMd010011/R3ShenweiMd010011Display/UiStand1.anim
R3ShenweiMd010021	Assets/Product/Role/CharaterPrefab/R3ShenweiMd010021.prefab		Assets/Product/Role/Animation/R3ShenweiMd010021/R3ShenweiMd010021/R3ShenweiMd010021.controller	Assets/Product/Role/Animation/R3ShenweiMd010021/R3ShenweiMd010021Display/R3ShenweiMd010021Display.controller	Assets/Product/Role/Animation/R3ShenweiMdCommon/R3ShenweiMdCommonDisplay/UiStand1.anim
R3ShenweiMd010031	Assets/Product/Role/CharaterPrefab/R3ShenweiMd010031.prefab		Assets/Product/Role/Animation/R3ShenweiMd010031/R3ShenweiMd010031/R3ShenweiMd010031.controller	Assets/Product/Role/Animation/R3ShenweiMd010031/R3ShenweiMd010031Display/R3ShenweiMd010031Display.controller	Assets/Product/Role/Animation/R3ShenweiMdCommon/R3ShenweiMdCommonDisplay/UiStand1.anim
R3ShenweiMd019011	Assets/Product/Role/CharaterPrefab/R3ShenweiMd019011.prefab		Assets/Product/Role/Animation/R3ShenweiMd019011/R3ShenweiMd019011/R3ShenweiMd019011.controller	Assets/Product/Role/Animation/R3ShenweiMd019011/R3ShenweiMd019011Display/R3ShenweiMd019011Display.controller	Assets/Product/Role/Animation/R3ShenweiMdCommon/R3ShenweiMdCommonDisplay/UiStand1.anim
R3ShenweiMd019031	Assets/Product/Role/CharaterPrefab/R3ShenweiMd019031.prefab		Assets/Product/Role/Animation/R3ShenweiMd019031/R3ShenweiMd019031/R3ShenweiMd019031.controller	Assets/Product/Role/Animation/R3ShenweiMd019031/R3ShenweiMd019031Display/R3ShenweiMd019031Display.controller	Assets/Product/Role/Animation/R3ShenweiMdCommon/R3ShenweiMdCommonDisplay/UiStand1.anim
R3YongyechaoMd010011	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010011.prefab	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010011Low.prefab	Assets/Product/Role/Animation/R3YongyechaoMd010011/R3YongyechaoMd010011/R3YongyechaoMd010011.controller	Assets/Product/Role/Animation/R3YongyechaoMd010011/R3YongyechaoMd010011Display/R3YongyechaoMd010011Display.controller	Assets/Product/Role/Animation/R3YongyechaoMdCommon/R3YongyechaoMdCommonDisplay/UiStand1.anim
R3YongyechaoMd010021	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010021.prefab	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010011Low.prefab	Assets/Product/Role/Animation/R3YongyechaoMd010021/R3YongyechaoMd010021/R3YongyechaoMd010021.controller	Assets/Product/Role/Animation/R3YongyechaoMd010021/R3YongyechaoMd010021Display/R3YongyechaoMd010021Display.controller	Assets/Product/Role/Animation/R3YongyechaoMdCommon/R3YongyechaoMdCommonDisplay/UiStand1.anim
R3YongyechaoMd010031	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010031.prefab	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010011Low.prefab	Assets/Product/Role/Animation/R3YongyechaoMd010031/R3YongyechaoMd010031/R3YongyechaoMd010031.controller	Assets/Product/Role/Animation/R3YongyechaoMd010031/R3YongyechaoMd010031Display/R3YongyechaoMd010031Display.controller	Assets/Product/Role/Animation/R3YongyechaoMdCommon/R3YongyechaoMdCommonDisplay/UiStand1.anim
R3YongyechaoMd019011	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd019011.prefab	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010011Low.prefab	Assets/Product/Role/Animation/R3YongyechaoMd019011/R3YongyechaoMd019011/R3YongyechaoMd019011.controller	Assets/Product/Role/Animation/R3YongyechaoMd019011/R3YongyechaoMd019011Display/R3YongyechaoMd019011Display.controller	Assets/Product/Role/Animation/R3YongyechaoMd019011/R3YongyechaoMd019011Display/UiStand1.anim
R3YongyechaoMd019071	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd019071.prefab	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010011Low.prefab	Assets/Product/Role/Animation/R3YongyechaoMd019071/R3YongyechaoMd019071/R3YongyechaoMd019071.controller	Assets/Product/Role/Animation/R3YongyechaoMd019071/R3YongyechaoMd019071Display/R3YongyechaoMd019071Display.controller	Assets/Product/Role/Animation/R3YongyechaoMd019071/R3YongyechaoMd019071Display/UiStand1.anim
RE2SwordMd120111	Assets/Product/Role/CharaterPrefab/RE2SwordMd120111.prefab		Assets/Product/Role/Animation/RE2SwordMd120111/RE2SwordMd120111/RE2SwordMd120111.controller		
