Id	Type	Title	Desc	Time
200107	1		选择了群敌路线\n<color=#fffff><size=27>倒计时结束后敌人将被强化</size></color>	3
99950005	2		成功收集{0}/300枚螺母！	3
9611001	2		第<color=#ff0000>{0}</color>层	
9611002	1		敌人等级<size=50><color=#ff0000>{0}</color></size>	5
9611003	1		<size=500><color=#ff0000>死</color></size>	5
9611004	1		<size=50>最终记录：第   <color=#ff0000>{0}</color>   层</size>	5
300602	1		本次关卡特殊效果\n<color=#fffff><size=27> 火焰元素伤害增加50%</size></color>	2
300603	1		本次关卡特殊效果\n<color=#fffff><size=27> 雷电元素伤害增加50%</size></color>	2
300604	1		本次关卡特殊效果\n<color=#fffff><size=27> 冰冻元素伤害增加50%</size></color>	2
300605	1		本次关卡特殊效果\n<color=#fffff><size=27> 暗元素伤害增加50%</size></color>	2
300606	1		本次关卡特殊效果\n<color=#fffff><size=27> 物理伤害增加50%</size></color>	2
300607	1		本次关卡特殊效果\n<color=#fffff><size=27> 暴击伤害增加50%</size></color>	2
300608	1		本次关卡特殊效果\n<color=#fffff><size=27> 达成100连击伤害增加50%</size></color>	2
300609	1		本次关卡特殊效果\n<color=#fffff><size=27> 近战伤害增加50%</size></color>	2
300610	1		本次关卡特殊效果\n<color=#fffff><size=27> 远程伤害增加50%</size></color>	2
300611	1		本次关卡特殊效果\n<color=#fffff><size=27> 所有元素伤害增加50%</size></color>	2
300612	1		本次关卡特殊效果\n<color=#fffff><size=27> 普通攻击伤害增加，不再获取信号球</size></color>	2
300613	1		本次关卡特殊效果\n<color=#fffff><size=27> 闪避次数不限制，极限闪避无冷却</size></color>	2
300614	1		本次关卡特殊效果\n<color=#fffff><size=27> 获取信号球速度加快</size></color>	2
300615	1		本次关卡特殊效果\n<color=#fffff><size=27> 所有QTE技能无冷却</size></color>	2
300616	1		本次关卡特殊效果\n<color=#fffff><size=27> 出场能量为满值</size></color>	2
300617	1		本次关卡特殊效果\n<color=#fffff><size=27> 击败敌人随机掉落信号球</size></color>	2
300618	1		本次关卡特殊效果\n<color=#fffff><size=27> 击败敌人随机掉落能量包</size></color>	2
30100101	2		成功闪避{0}/3	3
30100102	2		任务完成	3
30100103	2		闪避过热次数{0}/1	3
30100104	2		极限闪避次数{0}/2	3
30100105	2		极限闪避次数{0}/3	3
30100106	2		超算空间内三消次数{0}/3	3
30100107	2		在过热状态下切换一次角色	3
30100108	2		利用新登场构造体触发极限闪避	3
30100109	2		释放任意技能{0}/5	3
30100110	2		释放任意三消技能{0}/3	3
30100111	2		触发丽芙QTE{0}/2	3
30100112	2		击败敌人	3
30100113	2		击败敌人，并完全治疗友方	3
30100114	2		击败信使	3
30100115	2		在破甲状态下击败信使	3
30100147	2		触发1次【丽芙-激光束群】	3
30100148	2		触发1次【七实-EX切割风暴】	3
30100149	2		触发1次【露西亚-红莲双刀】	3
30100150	2		击败武藏玖型	3
30100151	2		任务目标：到达目标点	3
30100152	2		触发1次超算空间	3
30100153	2		击败信使	3
30100154	2		使用【红莲双刀】击败敌人	3
30100155	7		触发1次【丽芙-激光束群】	3
30100156	7		触发1次【七实-EX切割风暴】	3
30100157	7		触发1次【露西亚-红莲双刀】	3
30100158	8	触发1次【丽芙-激光束群】	完成	3
30100159	8	触发1次【七实-EX切割风暴】	完成	3
30100160	8	触发1次【露西亚-红莲双刀】	完成	3
30100170	2		和守护者战斗	3
30100171	7		利用QTE技能使露西亚完全恢复	3
30100172	7		利用QTE技能，在破甲状态击败敌人	3
30100173	7		再次完全治疗瘫痪的友方单位	3
30100174	2		上前查看构造体	3
30100175	2		击败武藏陆型	3
30100176	2		击败仿生蝾螈	3
30100177	2		击败消防卫士	3
30100178	2		帮助露西亚回复血量	3
30100179	2		在破甲状态下击败守护者	3
30100180	8	露西亚血量完全恢复	完成	3
30100181	8	在破甲状态下击败敌人	完成	3
30100182	8	完全治疗瘫痪的友方单位	完成	3
30100183	2		在破甲状态下击败守护者	
30100801	7		触发{0}/2次红莲-双刀术	3
30100802	7		触发{0}/2次激光束群	3
30100803	7		触发{0}/2次EX-切割风暴	3
30100804	7		触发控弹的情况下，释放{0}/2次精准连射	3
30100805	7		触发{0}/1次爆裂模式	3
30100806	7		存储{0}/3支箭矢后释放大招	3
30100807	7		触发{0}/1次疾驰幻影	3
30100808	7		触发{0}/2次攻防律动	3
30100809	7		利用引雷舞，引发{0}/5次落雷	3
30100810	7		触发{0}/2次EX引雷	3
30100811	7		恢复{0}/3次能量，在暗影状态下击败敌人	3
30100812	7		触发{0}/5次光罚	3
30100813	7		触发{0}/2次空间领主	3
30100814	7		触发{0}/1次热能武装	3
30100815	7		触发{0}/1次超频共振	3
30100816	7		进入{0}/1次剑意状态	3
30100116	8	触发2次红莲-双刀术	完成	3
30100117	8	触发2次激光束群	完成	3
30100118	8	触发2次EX-切割风暴	完成	3
30100119	8	释放两次精准连射	完成	3
30100120	8	触发1次爆裂模式	完成	3
30100121	8	在拥有3支箭矢的情况下放大招	完成	3
30100122	8	触发1次疾驰幻影	完成	3
30100123	8	触发2次攻防律动	完成	3
30100124	8	利用引雷舞引发5次落雷	完成	3
30100125	8	触发2次EX-引雷	完成	3
30100126	8	在暗影状态下击败敌人	完成	3
30100127	8	对敌人触发5次光罚	完成	3
30100128	8	恢复3次能量	完成	3
30100129	8	释放一次治疗	完成	3
30100130	8	触发2次空间领主	完成	3
30100131	8	触发1次热能武装	完成	3
30100132	8	触发1次超频共振	完成	3
30100133	8	进入1次剑意状态	完成	3
11050101	2		请勿触碰防火墙防御	3
11050102	2		搜寻并拯救{0}/3名遗忘者	3
11050103	2		击败意识体	3
11050104	2		<size=28>引诱意识体，触发身后机关</size>	3
11050105	2		逃脱意识体的追捕	3
11050106	2		对战丽芙的伪意识体	3
11050107	2		将意识体传送出意识海	3
11050108	2		冲向目标点	3
11050109	2		前往目标方向	3
11050110	2		击败感染体	3
11050111	2		到达传送点	3
30030301	6			
30030302	6			
30030303	6			
30030401	6			
30030402	6			
30100203	6			
30100303	7		使用【红莲双刀】击败信使	3
30100304	7		触发1次【丽芙-激光束群】	0
30100305	7		触发1次【七实-EX切割风暴】	0
30100306	7		触发1次【露西亚-红莲双刀】	0
30110101	2		攻击角鲸的旋转机炮	
30110102	2		清除深海感染体	
30110103	2		攻击角鲸头部长角	
30110104	2		躲避角鲸的攻击	
30110105	2		驯服角鲸	
30110106	1		<size=30>使用剑气攻击角鲸的旋转机炮</size>	2
30110107	1		<size=30>攻击角鲸的角以打断角鲸的导弹攻势</size>	2
30110108	1		<size=30>清除再次登上角鲸的感染体</size>	2
30110109	1		躲避角鲸攻势\n击破旋转机炮	2
30110110	1		击破角鲸头部长角\n驯服角鲸	2
30110201	1		防御终端被破坏\n<size=27>指令丢失导致防御机械瘫软在地</size>	2
30110202	1		突破感染体！\n维修防御终端！	2
30110203	2		击败极地感染体	
30110204	2		激活防御终端	
30110205	1		发挥防御机器的火力优势\n保护其不被破坏	2
30110206	2		保护防御机器	
30110207	1		特殊感染体跃出海面\n发射震荡波瘫痪了防御终端	2
30110208	1		感染体一拥而上！	2
30110209	1		在防器毁灭前，击败特殊感染体	2
30110210	2		击败特殊感染体	
30110211	1		立刻折返，重启防御终端	2
30110212	2		重启防御终端	
30110213	1		第{0}波感染体来袭	2
30110301	2		消灭所有感染体	
30110401	2		击退罗塞塔	
30110402	1		升格者α从容面对罗塞塔潮水般的猛攻	
30110501	2		击败罗塞塔	
30110502	1		击败倒戈相向的罗塞塔！	2
30110601	1		升格者α捕捉到灰鸦的动向\n决定先发制人	2
30110602	1		抵挡深海感染体狂潮！	2
30110603	2		防守港口	
30110604	1		搜寻更多感染体	2
30110605	1		抵御下一波进攻！	2
30110606	2		防守港口	
30110607	1		感染体狂潮全面侵入港口！	2
30110608	2		清理剩余感染体，完成防御任务	
30110609	1		滞留港口时间过长\n感染狂潮从四面袭来	2
30110701	1		<size=30>从露西亚身上感觉到强烈的战意！</size>	2
30110702	1		击败露西亚	2
30110703	2		压制露西亚	
30110704	2		摧毁感染体({0}/15)	
30110705	1		狂潮渐渐停息	2
30110706	2		和露西亚对话	
30110707	2		摧毁剩余感染体	
30110708	1		α开始逐渐解放力量	2
30110801	1		升格者α选定一处辽阔浮冰，作为压制罗塞塔的场地	2
30110802	2		击溃罗塞塔	
30090101	1		<size=32>狄安娜追踪极地感染体离开了雪林</size>\n<size=27>深入一座废弃城市</size>	2
30090102	2		歼灭感染体	
30090103	2		前往目标方向	
30090201	1		清晨时分\n<size=32>彻夜追踪的狄安娜终于锁定目标</size>	1
30090202	2		拦截追踪目标	
30090301	2		搜寻线索（{0}/4）	
30090302	1		寻获小型零件块，较小声响引来少量感染体	2
30090303	1		寻获大型零件块，超大声响引来大量感染体！	2
30090304	1		在前方探测到多种异物！	2
30090305	1		<size=32>线索搜寻完毕！开始分析信息！</size>	2
30090306	1		伊凡毫发无伤，立刻把他和感染体分离	2
30090307	2		击败所有感染体	
30090308	2		解救伊凡	
30090309	2		在附近巡视	
30090401	1		感染体被击倒\n<size=25>可是它的金属骨骼外翻，把伊凡牢牢锁住</size>	2
30090402	2		阻挡感染体，保护伊凡	
30090403	2		切断金属骨骼	
30090404	1		感染体正在逼近\n坚守防线，保护目标	2
30090501	1		开始最终营救！	2
30090502	2		击败感染体，救出伊凡	
99940150	2		寻找属于你的感染体	0
99940151	2		开始酣畅淋漓的战斗吧	0
300307011	1		致命连射！	1
300307012	1		弹幕散射！	1
300307013	1		激光普照！	1
300307014	1		<size=60><color=#ff5656>WARNING</color></size>	5
