StageId	Name	Description	Icon	BgmId	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[2]	StarRewardId[3]	StarRewardId	TeamExp	CardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]
80011003	支线故事	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011001					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011004	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011002					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011005	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0										10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011006	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011005					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011007	支线故事	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011005					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011008	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011006	80011007				10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011009	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0										10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011010	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011009					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011011	支线故事	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011009					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011012	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011010	80011011				10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011013	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0										10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011014	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011013					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011015	支线故事	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011013					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011016	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011014	80011015				10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011017	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0										10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011018	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011017					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011019	支线故事	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011017					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011020	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011018	80011019				10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011021	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0										10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011022	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011021					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011023	支线故事	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011021					10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
80011024	支线战斗	灰鸦小队迎来了新任的指挥官，和小队成员一起进行收复地球的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabNormal01.png	101				1						1	1		0					80011022	80011023				10010101		10010101													3	全员存活通过关卡	死亡次数不超过1次	死亡次数不超过2次							1		2	1							2		1	Rectangle			1	2	3
13010101	不祥黑衣人Ⅰ	黑衣人……是危险的信号。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130101010		130101					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010102	不祥黑衣人Ⅱ	黑衣人……是危险的信号。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130101020		130102					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010103	不祥黑衣人Ⅲ	黑衣人……是危险的信号。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130101030		130103					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010111	挣扎	我答应过爸爸妈妈，不会让你受到伤害。所以冒险的事情，我来做……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01.png	101				1						1	1		0									13010111	13010111		13010111						1			1	1130111			3										1		2	1									2	Rectangle			1	2	3
13010112	鸠占鹊巢	哪里冒出来的两个小丫头……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01.png	101				1						1	1		0					13010111				13010112	13010112		13010112						1			1	1130112			3										1		2	1									2	Rectangle			1	2	3
13010113	食物的温暖	姐姐，我们终于安全了吗？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01.png	101				1						1	1		0					13010112				13010113	13010113		13010113						1			1	1130113			3										1		2	1									2	Rectangle			1	2	3
13010114	青蛙玩偶	要怪，就怪自己的天真吧。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01.png	101				1						1	1		0					13010113				13010114	13010114		13010114						1			1	1130114			3										1		2	1	2000								2	Rectangle			1	2	3
13010115	天真的代价	我们已经没有选择了……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLuxiya01.png	101				1						1	1		0					13010114				13010115	13010115		13010115						1			1	1130121	3130121		3										1		2	1	2000								1	Rectangle			1	2	3
13010116	余温	露西亚抱着露娜一起，在这个寒冷的房间中，最后一次进入了梦乡……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLuxiya02.png	101				1						1	1		0					13010115				13010116	13010116		13010116						1			1	1130122	3130122		3										1		2	1	2000								1	Rectangle			1	2	3
13010120	星火	你的幸福，和我们一样，只存在于漫长黑暗的尽头。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01.png	101				1	130101160					1	1		0					13010116													1			1	1130123			3										1		2	1									3	Rectangle			1	2	3
13011011	不灭	只有黑色的长发，以及她手中紧紧攥着的数枚吊牌，随着温热的焚风轻微摇晃……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01B.png	101				1						1	1		0									13010111	13010111		13010111						1			1	1130131			3										1		2	1									2	Rectangle			1	2	3
13011012	分离	所以我需要她……保持对人类的忠诚。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01B.png	101				1						1	1		0					13011011				13010112	13010112		13010112						1			1	1130132			3										1		2	1									2	Rectangle			1	2	3
13011013	坠落	好了，那接下来轮到我……去接我们的另一位小姐回家了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLuxiya01B.png	101				1						1	1		0					13011012				13010113	13010113		13010113						1			1	1130133			3										1		2	1	2000								1	Rectangle			1	2	3
13011014	重逢	不可能！可恶的感染体……可恶的……帕弥什病毒！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01B.png	101				1						1	1		0					13011013				13010114	13010114		13010114						1			1	1130134			3										1		2	1									2	Rectangle			1	2	3
13011015	逃离	露西亚提着自己的佩刀，在城市间踉跄地奔跑着。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLuxiya02B.png	101				1				130110130		1	1		0					13011014				13010115	13010115		13010115						1			1	1130135			3										1		2	1	2000								1	Rectangle			1	2	3
13011016	恸哭	露西亚仿佛崩溃了一般，在露娜的怀中恸哭了出来。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01B.png	101				1						1	1		0					13011015				13010116	13010116		13010116						1			1	1130136			3										1		2	1									2	Rectangle			1	2	3
13011020	初见	我想要去见见她。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLuxiya03B.png	101				1	130110150					1	1		0					13011015													1			1	1130137			3										1		2	1	5003								4	Rectangle			1	2	3
13010201	午夜时分Ⅰ	魔法在12点前消失，而我，将在12点前将你击败！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130102010		130201					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010202	午夜时分Ⅱ	魔法在12点前消失，而我，将在12点前将你击败！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130102020		130202					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010203	午夜时分Ⅲ	魔法在12点前消失，而我，将在12点前将你击败！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130102030		130203					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010211	不速之客	我们一定能好好相处的，对吗？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab02.png	101				1						1	1		0									13010111	13010111		13010111						1			1	1130211			3										1		2	1									2	Rectangle			1	2	3
13010212	格格不入	丽芙，帮你姐姐找一下那条白色礼服裙，这点小事，你应该能做好吧？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab02.png	101				1						1	1		0					13010211				13010112	13010112		13010112						1			1	1130212			3										1		2	1									2	Rectangle			1	2	3
13010213	荣誉	……我可以留下来看家。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab02.png	101				1						1	1		0					13010212				13010113	13010113		13010113						1			1	1130213			3										1		2	1									2	Rectangle			1	2	3
13010214	崩塌的骄傲	请让我，前往战区吧。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLifu01.png	101				1						1	1		0					13010213				13010114	13010114		13010114						1			1	1130214			3										1		2	1	2001	2008							1	Rectangle			1	2	3
13010215	踏往彼岸	你们……不准备再和她多说几句吗？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab02.png	101				1						1	1		0					13010214				13010115	13010115		13010115						1			1	1130221			3										1		2	1	2001								2	Rectangle			1	2	3
13010216	战场之花	请回答我的问题。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLifu02.png	101				1						1	1		0					13010215				13010116	13010116		13010116						1			1	1130222	3130222		3										1		2	1	2001								1	Rectangle			1	2	3
13010220	纯白的礼服	换一身衣服……至少，漂漂亮亮地走，丽芙，你应该能……做好吧。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab02.png	101				1	130102140					1	1		0					13010214													1			1	1130223			3										1		2	1									3	Rectangle			1	2	3
13010301	证明存在Ⅰ	我是真正存在的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130103010		130301					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010302	证明存在Ⅱ	我是真正存在的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130103020		130302					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010303	证明存在Ⅲ	我是真正存在的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130103030		130303					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010311	某月某日晴	今天的七实，拿到了日记本！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04.png	101				1						1	1		0									13010111	13010111		13010111						1			1	1130311			3										1		2	1									2	Rectangle			1	2	3
13010312	某日的期待	然后七实一定会幸福，像爸爸妈妈一样幸福——	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04.png	101				1						1	1		0					13010311				13010112	13010112		13010112						1			1	1130312			3										1		2	1									2	Rectangle			1	2	3
13010313	某日的裂缝	大家都停课了，爸爸妈妈也留在了家里。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04.png	101				1						1	1		0					13010312				13010113	13010113		13010113						1			1	1130313			3										1		2	1									2	Rectangle			1	2	3
13010314	某日的决断	必须要……战斗……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabQishi01.png	101				1						1	1		0					13010313				13010114	13010114		13010114						1			1	1130314			3										1		2	1	2002								1	Rectangle			1	2	3
13010315	某日的异常	七实手臂……里面为什么会有……机械？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04.png	101				1						1	1		0					13010314				13010116	13010116		13010116						1			1	1130321			3										1		2	1	2002								2	Rectangle			1	2	3
13010316	某日的真相	我们过去一直都在瞒着你……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabQishi02.png	101				1						1	1		0					13010315				13010115	13010115		13010115						1			1	1130322	3130322		3										1		2	1	2002								1	Rectangle			1	2	3
13010320	某日的启程	从现在开始，七实就是一个人了……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04.png	101				1	130103160					1	1		0					13010316													1			1	1130323			3										1		2	1									3	Rectangle			1	2	3
13010911	脉冲出击	要等七实回来哦！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04B.png	101				1						1	1		0									13010111	13010111		13010111						1			1	1130331			3										1		2	1									2	Rectangle			1	2	3
13010912	贫瘠之地	他已经成为连拾荒者也无处容身的的贫瘠之地了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04B.png	101				1						1	1		0					13010911				13010112	13010112		13010112						1			1	1130332			3										1		2	1									2	Rectangle			1	2	3
13010913	朋友之间	一直一直是朋友！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04B.png	101				1						1	1		0					13010912				13010113	13010113		13010113						1			1	1130333			3										1		2	1									2	Rectangle			1	2	3
13010914	围猎场中	有拾荒者捎来前几天在那目睹过构造体的消息。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabQishi01B.png	101				1						1	1		0					13010913				13010114	13010114		13010114						1			1	1130334			3										1		2	1	2010								1	Rectangle			1	2	3
13010915	生而为人	这样袭击……掠夺……到底……我们跟感染体到底有什么区别？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabQishi02B.png	101				1				130109140		1	1		0					13010914				13010116	13010116		13010116						1			1	1130335			3										1		2	1	2010								1	Rectangle			1	2	3
13010916	友情之上	传达……我们的谢意和……歉意。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04B.png	101				1						1	1		0					13010915				13010115	13010115		13010115						1			1	1130336			3										1		2	1									2	Rectangle			1	2	3
13010920	猎场的秘密	我啊……完全没弄明白，活着是怎么一回事，毕竟我不是人类嘛。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab04B.png	101				1	130109150					1	1		0					13010915													1			1	1130337			3										1		2	1									3	Rectangle			1	2	3
13010401	机器人的秘密Ⅰ	想知道机器人的秘密吗？那就努力吧~！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130104010		130401					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010402	机器人的秘密Ⅱ	想知道机器人的秘密吗？那就努力吧~！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130104020		130402					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010403	机器人的秘密Ⅲ	想知道机器人的秘密吗？那就努力吧~！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130104030		130403					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010411	核心零件	这个小机器人，等到莫瑞生日的时候，就送给你吧。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab03.png	101				1						1	1		0									13010111	13010111		13010111						1			1	1130171			3										1		2	1									2	Rectangle			1	2	3
13010412	代价几何	对于我来说，不论用什么方法，要付出什么样代价，……只要…莫瑞能够活着。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLi01.png	101				1						1	1		0					13010411				13010114	13010114		13010114						1			1	1130172			3										1		2	1	2003								1	Rectangle			1	2	3
13010413	西装暴徒	简单的枪械改造，三十秒足够了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab03.png	101				1						1	1		0					13010412				13010112	13010112		13010112						1			1	1130173			3										1		2	1									2	Rectangle			1	2	3
13010414	小机器人	小机器人……可以在莫瑞不在的时候……陪着哥哥……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab03.png	101				1						1	1		0					13010413				13010113	13010113		13010113						1			1	1130174			3										1		2	1									2	Rectangle			1	2	3
13010415	机械心脏	卖命，这种事，我来就可以了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLi02.png	101				1						1	1		0					13010414				13010115	13010115		13010115						1			1	1130175			3										1		2	1	2003								1	Rectangle			1	2	3
13010416	咫尺深渊	你会好好的，一切都会变好的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab03.png	101				1						1	1		0					13010415				13010116	13010116		13010116						1			1	1130176			3										1		2	1	2003								2	Rectangle			1	2	3
13010420	二进制·组装	那个会跳舞的机器人，还没有真正地完成。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab03.png	101				1	130104150					1	1		0					13010415													1			1	1130177			3										1		2	1									3	Rectangle			1	2	3
13010501	成为强者Ⅰ	想要活下去……必须要变得更强！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130105010		130501					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010502	成为强者Ⅱ	想要活下去……必须要变得更强！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130105020		130502					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010503	成为强者Ⅲ	想要活下去……必须要变得更强！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130105030		130503					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010511	沙池	沙池是孩子们的乐园，却也是恶意的发源地。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab06.png	101				1						1	1		0									13010111	13010111		13010111						1			1	1130511			3										1		2	1									2	Rectangle			1	2	3
13010512	老疯子与小傻子	你眼里的愚蠢与不祥，于我而言，是多年来唯一的疼爱与关怀。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab06.png	101				1						1	1		0					13010511				13010112	13010112		13010112						1			1	1130512			3										1		2	1									2	Rectangle			1	2	3
13010513	危险背后	忏悔与疯狂实为一体，危险与真相不过一线之隔。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab06.png	101				1						1	1		0					13010512				13010113	13010113		13010113						1			1	1130513			3										1		2	1									2	Rectangle			1	2	3
13010514	失窃的希望	窃取宝物的孩子嬉笑着，无人留意眼底暗光。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabKalienina01.png	101				1						1	1		0					13010513				13010114	13010114		13010114						1			1		1130514		3										1		2	1	2004								1	Rectangle			1	2	3
13010515	熄灭的灯光	突如其来的黑暗，笼罩了所有不知所措的人。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab06.png	101				1						1	1		0					13010514				13010115	13010115		13010115						1			1	1130515			3										1		2	1	2004								2	Rectangle			1	2	3
13010516	天降之罚	如果有惩罚的话，请一定只降临到我的身上。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabKalienina02.png	101				1				130105140		1	1		0					13010515				13010116	13010116		13010116						1			1	1130516			3										1		2	1	2004								1	Rectangle			1	2	3
13010520	因果螺旋	无人知晓的时间里，因果螺旋从未停止转动。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab06.png	101				1	130105160					1	1		0					13010516													1			1	1130517			3										1		2	1									3	Rectangle			1	2	3
13010601	双刀的战术Ⅰ	两把匕首并不好控制，但是必须得学好。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130106010		130601					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010602	双刀的战术Ⅱ	两把匕首并不好控制，但是必须得学好。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130106020		130602					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010603	双刀的战术Ⅲ	两把匕首并不好控制，但是必须得学好。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png	101				1						1	1		0			30						130106030		130603					30	50	2							3	击毁所有感染体。	注意构造体阵容搭配。										2	1							2		1	Rectangle			1	2	3
13010611	体能训练	习惯是习惯了，可现在做这样的训练有什么意义吗？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07.png	101				1						1	1		0									13010111	13010111		13010111						1			1	1130611			3										1		2	1									2	Rectangle			1	2	3
13010612	构想未来	人这辈子不就为了钱和活着吗？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07.png	101				1						1	1		0					13010611				13010112	13010112		13010112						1			1	1130612			3										1		2	1									2	Rectangle			1	2	3
13010613	雪原搜救	绿洲小队，布鲁斯，渡边，准备出队。目标，雪原搜救。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07.png	101				1						1	1		0					13010612				13010113	13010113		13010113						1			1	1130613			3										1		2	1									2	Rectangle			1	2	3
13010614	不要停下	不要用悲伤和停滞不前来哀悼逝去，渡边。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabDubian01.png	101				1						1	1		0					13010613				13010114	13010114		13010114						1			1	1130614	3130614		3										1		2	1	2005								1	Rectangle			1	2	3
13010615	留存希望	就算只有万分之一的希望，只要能救下一个人……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabDubian02.png	101				1						1	1		0					13010614				13010115	13010115		13010115						1			1	1130615			3										1		2	1	2005								1	Rectangle			1	2	3
13010616	谁是第一	可不能让……那个勇敢的士兵，一直抢在我的前面了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07.png	101				1						1	1		0					13010615				13010116	13010116		13010116						1			1	1130616			3										1		2	1	2005								2	Rectangle			1	2	3
13010620	绿洲小队	从今天开始，绿洲小队由我来指挥，这是布鲁斯……最后下达的命令！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07.png	101				1	130106150					1	1		0					13010615													1			1	1130617			3										1		2	1									3	Rectangle			1	2	3
